star_rating,user_id,review_id,text,restaurant_id,time_created
5,r00_Ka2A2NkbXihda0XJuQ,nxAkHiYUQDC2NdObzqr_aw,"As much as we all love Regina Pizza and know it as the #1 pizza just about anywhere, I am glad to speak volumes for the Allston staff, service, sincerity,...",ljBH1FoYNZ_Ubhfkqvs-Sw,2020-04-05 18:25:12
5,C_eD0VF2OZi2rvUUQom3hQ,dAM_Vg4SjJujNYW2mzin6g,"Feels like a family/community spot. For a walk-in on a Saturday night they told us 20 mins, but we were seated in way less. Had a Peroni, and my...",ljBH1FoYNZ_Ubhfkqvs-Sw,2020-01-11 21:53:30
5,ERHxf4y90v1O3JlKljxiqg,2fJMVVx2PL-lCgFi8lfZzg,"CASH ONLY!!! I've walked by the Field a few times and heard about their patio in the back with outdoor seating in the summer (a rare thing in Cambridge!!)....",qhz_ypl5rVzP-sJ-7t6ctw,2020-02-15 05:48:20
4,Qto3hsXRm6007Y8nhc31wA,pCAgtLuuYJgA_-dHYnawZw,Right by Central Square. Cash only! Ton of ATMs around Central Square and they have an in-house ATM. Good Guinness! Pool tables at the back. A few TVs...,qhz_ypl5rVzP-sJ-7t6ctw,2020-02-09 06:56:03
5,aGhiCsetaOhFpQhAj-3o3w,wnwTKpO5qfAnmlF9KqR5TQ,"NOTE: This place is CASH ONLY. This place is a great spot to post up and watch some soccer. Been watching some World Cup here and the setup is fantastic....",qhz_ypl5rVzP-sJ-7t6ctw,2019-07-03 10:02:14
5,wtYk8ImNy1BOYkpoGZZiwg,4fQXBdJgfVhk-PRlpdAhdQ,"Came here to meet up with some friends to play pinball, get some drinks, and munch on some appetizers. *Please note this review was for during a...",D-kkOr5VQhdP-FtBFJWUjQ,2018-11-18 10:40:23
4,l2wSrxtdjZ3CeL_wO1jV5A,90gfY7ISarOjPxEnGA_Vbg,Been here several times. Generally had great experiences. We bring groups here a lot for celebrations and really enjoy the prices for pool tables! The bar...,D-kkOr5VQhdP-FtBFJWUjQ,2019-06-05 19:48:38
5,PrhTTBCqqUe8XyyDAkjibQ,WZSwLEmRamg5ZONTS8QzGg,"Can't believe it took me almost ten years of working in Kendall Square to come out to Flat Top Johnny's! I really enjoyed the vibe inside (casual, fun, &...",D-kkOr5VQhdP-FtBFJWUjQ,2018-06-29 13:26:59
5,Psuy8n-5qaBUYsJuTOTIuA,TFnEnpQxHcwS1dcKa9CPrA,"A farewell review for Erbaluce: Erbaluce is truly one of the best Italian restaurant in Boston. Located in the center of Boston, this restaurant is truly a...",uiZq2qHtUgYPPOtXW47UTQ,2019-01-23 20:42:38
4,hWDybu_KvYLSdEFzGrniTw,W3Wtjh7V3_ck322oEzeUsA,"Not quite classic Italian, Erbaluce is closer to Boston's Theater district and serves Italian in more of a ""fusion"" style. Seated promptly for our...",uiZq2qHtUgYPPOtXW47UTQ,2018-04-14 17:13:23
4,0Pd-LScDP0zLf4ShnV8L0Q,IjDH7OKkCb6iIna7k60kDQ,"I categorize Erbaluce as nice healthy Italian cuisine. Here you'll find traditional dishes, but apparently they don't use any butter! While this can turn...",uiZq2qHtUgYPPOtXW47UTQ,2018-01-12 18:26:30
5,_PzSPBkZr_aERnFe_DImpg,LLq3umA3nxSI7u9_ZGBejQ,"WOW, please support this incredible establishment during this crazy time of pandemic!! They are offering daily dinners for only $25/person which includes...",ZIDpQv9y5UWTSE-01hOfVQ,2020-04-19 09:59:45
5,-piEModZF7bakZLLW-CXew,kcMhptHJAYE4SgwQx2iQZQ,"I ordered the to go special from Kamakura on Wednesday, April 15 and it was delicious. It was prepared by Chef Youji himself.  I ordered it via their...",ZIDpQv9y5UWTSE-01hOfVQ,2020-05-04 18:46:45
5,uTzihDLB6FPZFjIQzlSs8Q,zk_hDmLACuO7dHh4KUjAgw,"This unassuming little spot on State Street near Faneuil surprisingly offers an outstanding kaiseki. (There's also a fabulous looking a la carte menu, but...",ZIDpQv9y5UWTSE-01hOfVQ,2020-06-14 16:32:30
5,8Ulapbh08jaJ8Zq_g5eVqw,qPm_Eo_fAidnjk6Vl3egWg,"Cinquecento honestly exceeded my expectations. I had come once before for brunch and remember thinking it was just fine. However, I came back with a friend...",5rINmqRcMlJCBR3vwMKbtg,2020-02-16 20:39:42
4,rKWHDF1C8jqlFP7Q7pyEdA,Rf8gaq-_L4iec-co24PP8Q,"Although I've been coming here for years, our trip on New Year's Eve with a party of 6 prompted me to write a review finally. Reservation: booked online...",5rINmqRcMlJCBR3vwMKbtg,2020-01-07 02:45:35
4,liejpn6Q_hxGAe--gl3lag,11rMfRh4hUSO6-BSPqM5Fg,A solid choice for any meal of the day. Dinner is my favorite but brunch is very good too. Two of my cousins have had baby showers in the private room...,5rINmqRcMlJCBR3vwMKbtg,2020-02-15 20:03:28
3,5kMii2JySygayQpyPBjqCA,FSs-itf90Q7pNfHLF5hy_g,"Pre covid review: I've gotten sick from the pancakes here as they were cooked in bacon grease. So be warned.  Otherwise the beer selection is great, and...",h6b_e9Umiau5osfScdR4Ww,2020-04-15 06:41:46
5,vWWas7IVzjGwLw6TyD2ikQ,o5cNFy495j_On1HTrOmoTw,Love this bar - so glad to see it's still rocking!  I used to come here for 10c wings when I was in college.  They still have them but there's some time...,h6b_e9Umiau5osfScdR4Ww,2020-02-22 14:40:09
3,esnDigs0JdIIT_cYId4n6A,H7tWY8eqm95cNUGPsDpFHg,"This was a nice, decent place for drinks on Friday night. I got a local beer and a whiskey I had not heard of with coke. It was pretty good, I think...",h6b_e9Umiau5osfScdR4Ww,2019-08-11 12:39:32
5,GehP0Yx17M0hrp3bHsJMXw,1vWxvJ_FB7R9VNt_hhRXXQ,"This is literally so good, and I will for sure order again! To consider: this was ordered through door dash for delivery. This did a good job of traveling-...",mCX9XzBLB1y5_OrFASv1mA,2020-06-29 17:46:34
5,Yie_WslkAqQkfMrsdsgmZA,QrV9gtRkxvPqss2xv6q_7Q,"I came by Love Art Udon one night after work and it was freezing outside. I had ordered online, so I just went in the store to pick everything up. It was...",mCX9XzBLB1y5_OrFASv1mA,2020-06-17 18:08:08
5,FAtGgd8R6va62VQFeYyEqA,dpBWrF1WJSL0L4WnqJPySw,The udon is De-licious! We got the spicy miso udon and the heat is just perfect. And the customer service was impeccable. We had some issues with the...,mCX9XzBLB1y5_OrFASv1mA,2020-07-01 15:07:57
5,dYQ7CE9R8kmAe1rAliucuw,O-eY8JXj8HQYIqvmNbBWsA,"Where to start? This place is one of the best places I have ever been to. The service UNBELIEVABLE. Food, AMAZING.  Birthday....friend walks in and says...",trHvcsE3xRS8YcbrDrnSmg,2020-01-04 12:31:39
1,btN6TIRygKp3G5OMiqo9gA,1i14SKU4NNUWWKI2HhbHRg,"tl; dr: anywhere else. OMG, ANYWHERE ELSE When you'd rather go anywhere else in Boston, that's a one-star. ANYWHERE else. First couple of visits, I was...",trHvcsE3xRS8YcbrDrnSmg,2019-04-12 18:29:54
3,K5F_Ag9X28p63SLRvH0ytg,oIVIPckIzS4LwaWxmGwNEA,"I have been here once and thought my experience was just okay. There was nothing exceptional about it, except maybe its live music performance. I had the...",trHvcsE3xRS8YcbrDrnSmg,2019-02-16 13:23:33
5,DbHqY8_QcVthacjZaHTNFw,OT5vefWL-Ljlsnwqi96i6Q,"Looking to boozy brunch for under $25 tip included? Look no further. My brunch table: -duck confit hash--yes a duck egg skillet--for only $13!   - a solid...",vdO-x0KEP_c-hFB37viK9w,2019-12-06 04:14:25
4,X2J1yGfEFcLIVA-tJPUr9Q,NajQl9Xi99t4GIctYSxizQ,"Went here for brunch on a Saturday around 1:30PM. Crowded, but still was able to get seated immediately. Lots of bar/stool seating with more limited table...",vdO-x0KEP_c-hFB37viK9w,2020-03-05 18:34:16
4,anBbNeWd1-EmBV7JHiWZew,kdl1idf6aOzhZOpHDW0yvg,"This place is pretty much a neighborhood staple. I've been here a few times, but hadn't been in a while. My friend suggested Deep Ellum before hitting up a...",vdO-x0KEP_c-hFB37viK9w,2019-10-24 05:39:48
5,5CPchxwMlGigRypHQY6z9Q,1ucGMDiSwHGl1FMCHQl-8Q,"This is my second time at this restaurant. I love it, the speakeasy vibe is amazing. Make sure you make a reservation and take an Uber because they don't...",C7FKNwSUlbUinT9cRSLXHA,2020-02-19 04:21:00
4,TcELMFOH03W7ob0KeCD7hg,CvOWI5WXg73BvTfFprwYQA,"Friday night 6:30 P.M. there were no empty tables so make your reservation! It was dimly lit so could be a nice spot for a romantic evening, if you're into...",C7FKNwSUlbUinT9cRSLXHA,2019-12-17 17:03:32
4,lE-RH1V3Jzaidbt_NqYW5Q,fT5XShb8uzmPLbI_6K4uUA,"I absolutely love this restaurant.  My only complain about this place is the service.. specially at the bar. Anyway here my absolute favorite dishes: -...",C7FKNwSUlbUinT9cRSLXHA,2019-12-25 18:03:45
5,PIfkh92KJ8p24aiVTF-p1w,JFLktevIkX2vrp0ULlR4QA,"I ordered lunch today (for pick up), and it's truly one of the best meals I've had in my life. Not only Stella is one of the only open restaurants in the...",MjpH-uP90jTUp_KqAOiBJg,2020-03-25 14:37:46
5,4_DbN2MEt8KLmSbPo3jpfw,3YB2NE7SAkjbT8oN5ID0Zg,"Hands down THE most amazing food, staff and service I've ever received. This restaurant is simply amazing. I would give Stella's 6 stars if I could!!",MjpH-uP90jTUp_KqAOiBJg,2020-05-16 13:48:15
4,IO0r61EIoVjzqkUrJMegRA,kqZWKdJThdQ7jLrqLKDXdQ,"A place I had yet to go to during my 3 years in the South End, and finally went and enjoyed. Ordered the flavorful braised short rib grilled pizza ($23,...",MjpH-uP90jTUp_KqAOiBJg,2020-03-15 15:28:02
4,2jvgWu05axOm-yADyoNmsg,6PkqQWUwshKQrv76bDH5wg,Honestly the food was really good. Just a little expensive but service and food made up for it. I'm sad to see this restaurant go after all these years,Ug6ngfzLT_cPzSttve1OzQ,2020-07-15 00:12:15
4,F-gNnsAT3HsaP2d10u6IZw,em1eVb2o5p1sfBFMUU8liw,"The host was very friendly and accommodating. The reservation only accounted for five people, however, the sixth person was able to attend at a short...",Ug6ngfzLT_cPzSttve1OzQ,2020-02-18 18:23:06
2,KqiXIwXbG9i_aIfH8c5VTA,eQSrWn-wwZS8_Fohw7aTpA,"I have never been but heard awesome things. Learned it was closing so decided now or never... We (group of 4)  were seated pretty quickly, despite not...",Ug6ngfzLT_cPzSttve1OzQ,2020-02-16 15:47:45
4,5qIwy91T9rAQj3_2O4cn5g,L3Mjn8qvcD3bXNvjFstVWw,"Fun but a disappointment nonetheless The atmosphere and service were fabulous. We did luck out in that we got to enjoy the patio on a warm evening but...",A4js3H3Icd45DaaqfD5dQw,2019-09-29 08:07:07
3,WMLrJpSqeQU9us9FTKJFew,I3gG5snWjR9Yc4kE8kPRuA,"Super cute atmosphere, with indoor and outdoor seating! There's also a fairly decent selection of board games to keep the party entertained.  We came by...",A4js3H3Icd45DaaqfD5dQw,2019-07-20 16:07:33
5,ggl6fl-PM5O1WrdReL0l4A,XcYY2hfJ7YVqqrNGJwbggQ,"I've been here on a few occasions now and I really enjoy this place. It has a fun atmosphere, like some type of tiki bar. The outdoor patio more than makes...",A4js3H3Icd45DaaqfD5dQw,2019-06-22 07:01:54
5,99AZQt5LT3xQ0eqaBzFk4Q,5C7ndgdHvQ1wJCVHzOyN5A,Thank you for your awesome takeout during COVID! It was the best date night and we loved it.,WkjIWu8rIpAAUhnqsuik9w,2020-04-25 19:03:51
5,NtPmJ8KnkQwLNMwXBZyggQ,Bsftt4ZnQ7IvSKlUyoF4ag,"I ***never*** thought I'd say this about any one meal, and I truly would have been offended if anyone else had ever even tried to, but this was absolutely,...",WkjIWu8rIpAAUhnqsuik9w,2020-02-14 18:21:08
5,8l38_tzqEuG0oHhMzw_W-g,S9CYh-eIZzKLu4qA1UHNOA,Such a good meal! They offer 4 courses with 2 different options. So my boyfriend and I were able to try everything on the menu. We also shared a wine...,WkjIWu8rIpAAUhnqsuik9w,2020-01-26 07:26:32
4,045QBrtRqrkej4wGE_sK7w,j1JiydcrgYs7insrRdx70Q,"My family and I came here for brunch and it was all of ours first times. Besides this was all our first,  this was one of the best brunches already before...",e9H_iMXVqdcv9oHFCDJagA,2019-10-13 14:47:07
2,RclPvq7yA-zq1UowrLqj8g,ITW10zQANTUWji0hCo2WoA,"We were in Boston last week and through a work related activity had the chance to enjoy many a great restaurant - sadly this was not one of them. I have...",e9H_iMXVqdcv9oHFCDJagA,2019-07-21 05:25:44
3,CmjQyDQImnlhXROkVOrhPw,khfstVCPxlvrap6ooVOJFw,"Had the carrot and apple salad and cod entree. The greens were very bitter in the salad so it didn't balance very well with the rest of the plate.  Cod...",e9H_iMXVqdcv9oHFCDJagA,2019-11-10 17:17:19
3,U19IvPjT2uRGX3Kp-OhmWA,ic2Cn_uScZyLxWgMOVia1w,"Service was great ! The young lady working was very sweet and kind. However, the flavor selection was very limited. Plus  did not have a large variety of...",7L0x5mPmA_S4mYhu8DnzZw,2020-08-01 19:59:04
4,j0In1_rhl_pc7eZwOJPeIQ,vZ1IA8IA-pGEA-bVHPH-jQ,"Although it's listed as a smoothie, the vegan chocolate milkshake I got was super delicious. It had peanut butter, banana, almond milk & vegan chocolate ice...",7L0x5mPmA_S4mYhu8DnzZw,2020-06-17 14:00:54
4,M-TdtMJJUfPLf9gmgeLw4Q,zTHdRODSJ6wlM_XH2xnRHg,"Great ice cream, hard too choose which waffle cone!!!  And ice cream cones with the cereal around the rims are amazing! Will be back soon!!",7L0x5mPmA_S4mYhu8DnzZw,2019-04-17 19:29:15
4,Tg0XuWwRhZGlmkaMJN53CQ,p19iJ1brE52Gck4-Eg5_pw,"Food was really tasty and came out very fast. Great date spot and atmosphere. Will definitely go back. We had * Corn Bread - really good * Carne Asada...",6GnCv4YXEvirUy7ZQnyYoQ,2019-11-23 18:52:40
3,pyu2i4D_7o-MA4aSYa-wfw,ZPnfmlX3vabhTjU-Gn5-lw,"Tapas I thought were shareable. Here only the guacamole and queso were worth sharing. The atmosphere was great, it was a slow night but this spot can fit a...",6GnCv4YXEvirUy7ZQnyYoQ,2020-02-25 19:11:31
4,sfuNHnuwmnnwInPF_tdGZA,j3ndwTX5LCmqx7th7wWVrQ,"Masa does tapas and has some big dishes. We ordered tapas: Corn bread -amazing, maybe best anywhere Tuna tartare- incredible Shimp ceviche - good Grilled...",6GnCv4YXEvirUy7ZQnyYoQ,2019-09-14 16:19:58
5,0qbItdwKsLLDfdeYMpF0xA,ZExjcR-MQ2SnSfrulAlUuA,"My favorite cousins and I hit Fleming's without fail in the Spring and Fall for ""Restaurant Week"" or as it's now called ""Dine Out Boston.""  We always have...",AG1ETqbneinRRJUeA8PfSA,2020-03-10 18:39:18
5,G79TeO3hcKoG7pCM6aIKjg,zUSWQ8JqUYqdz1dip6-DGQ,"This review pertains for the Tuesday Tomahawk special (for 2) that's offered (you guessed it) every Tuesday! To me this is a fantastic offer that lets you...",AG1ETqbneinRRJUeA8PfSA,2019-08-13 18:17:37
4,84VhjLo7IUBHzv26Dsjhcg,vDDRQelyzgQTuT5EJFBBZg,"Very enjoyable Night out Service excellent to my surprise food was very very good,  tried just about everything, tomahawk ribeye very good wall prepared,...",AG1ETqbneinRRJUeA8PfSA,2020-02-04 21:50:56
5,6cX6Qv7acwAQv4w6w1m1Lw,X_NX-Zm3cCvGNHWILOsl4A,First time here in Boston and so far loving everything here! Me and my husband decided to come in here since it's right in the hotel we're staying at and...,xNY7FaGLqXe5opq1hNEFtA,2017-03-16 07:56:23
2,9vyJ7z12GalZ9m9K8uWOyA,zV_cR1exLS4MhbZWssx5JQ,I'm giving this place 3 stars but it is really like 2.5. Very clean and great looking place and I love the convenience of it being in the hotel. The prices...,xNY7FaGLqXe5opq1hNEFtA,2018-01-30 04:35:53
2,FC1ZSB9fd4WlDMSAbEjq8Q,BKC6L_z48-knHR9LOnRv3w,"This is an ok restaurant located in an old old hostel-turned-hotel, called Buckminster Hotel, I mean Buckminster Hostel. The Fernmore Grill didn't look too...",xNY7FaGLqXe5opq1hNEFtA,2017-06-16 06:48:51
4,wHS1K65wMUHN1zo9zWxExQ,-1fuRWhKBkC8Z_BCdBpaZA,"I had a great experience at Artu - I had the potato gnocchi al forno and it was delicious! Perfectly cooked, the sauce was well seasoned, and it was a...",j7CMOTyf3WHs8hmbpqiL4A,2017-11-14 11:41:58
3,hfmGZCaWHm6tulJLtMeGKw,Xwzb4F8JfgsyPIl2dKP4Cg,"Unfortunately they have closed down due to the covid-19 pandemic.  They currently have their 6 Prince Street location up and running. Today is November...",j7CMOTyf3WHs8hmbpqiL4A,2020-11-05 14:02:23
5,FvT4AQ7oZEwsO6aZSrWQSw,-9xXaws56a5Tk5A7H4FqOQ,"Amazing quaint Italian find. Food is outstanding and authentically Italian. Service is warm and friendly. You feel like family there. Not to be missed....",j7CMOTyf3WHs8hmbpqiL4A,2020-02-27 07:57:48
5,vgzeujNzLYZkal71l0EE4Q,bOQfq4nlPdiIUfH-cmNE-w,"Bukowski Tavern came into my life slowly, then all at once. In early September after a grueling kickball match with my coworkers, we stumbled over to...",6UnIw-BrFyNyrDPteYVN5A,2019-12-19 11:37:11
5,kU1Ww8XdkUV4C9XCaEmKVg,rVJr4kFRNLph8d7PcOEYcg,"Bukowski (Cambridge location) is an absolute must in the Inman area. I seriously can't get enough of this place, definitely check it out! They have a solid...",6UnIw-BrFyNyrDPteYVN5A,2019-08-25 03:20:52
3,lNn7V9EZrLObnsb62HlBAg,sHIy4xsNA8X_Ml_3NXm33Q,"Last minute decision for dinner, on a cold Wednesday evening. We simply looked at the menu outside the restaurant and walked in. It was almost empty so no...",6UnIw-BrFyNyrDPteYVN5A,2019-01-02 21:39:59
4,wLPmlWtDJQREMK3iBQQjGA,oeMw3i3rLbKKzainlN4aRQ,"Coda is pretty casual dine-in restaurant with some great burgers/sandwiches. I got the Fried Eggplant and Turkey Sandwich with fries. The sandwich itself...",-pK1SR3blPDEzYKwXk4L5Q,2020-01-24 05:11:20
4,eT8FMQbkww4dBKKpXsh-oA,jenHLEn-DIm_BBwHNqd2Kg,A simple and comfortable spot in South End. My group of five did not have to wait at all to be seated on a Saturday. The server was very helpful in giving...,-pK1SR3blPDEzYKwXk4L5Q,2019-11-24 08:16:44
4,mHp4g3_z2dmD9UPXzuE8bQ,Jobo0ZAH9CHEbh_ClP0e_A,"Solid food, efficient service, but felt slightly overpriced for the food. I ordered the Mac n cheese as an add on size and that was the best decision of...",-pK1SR3blPDEzYKwXk4L5Q,2019-09-05 21:23:32
5,Fu7DYpJFm9h148x5fIEvTg,2XJvPwnzwtNHiIuB4Zb_6w,It broke my heart to hear this place is now permanently closed. New Saigon has been a part of Chinatown for 16 years. It's an institution. The sandwiches...,rc23Eq68aeCsEdYaK1OMiA,2020-06-18 12:59:13
5,Hi10sGSZNxQH3NLyWSZ1oA,SrVbOAC4tlvdmKuT-4MHgw,"Now some people call me a man, which I try to be best as I can, which Is hard when your world Is so ruled by a girl Who adores a good New Saigon...",rc23Eq68aeCsEdYaK1OMiA,2020-02-03 14:17:32
5,44SmjKnfNIeMv2ms3fsQlA,iXG1jZbOjy_G8BK3jjA1PA,"TLDR: killer take out banh mi. Cash only Love this place. Sandwiches are $5 with tax. I haven't tried all the varieties yet but the ones I've tried are...",rc23Eq68aeCsEdYaK1OMiA,2020-02-09 17:01:44
5,C_eD0VF2OZi2rvUUQom3hQ,vI_NoC4gmqDtMHBKOZL-TQ,They are so nice in here! The first time I went I got a black raspberry milkshake. Then I got a bunch of take-out frozen custard on other visits. First I...,tIcBn4PgxCPabDyueTthzg,2020-03-29 14:57:45
